text,stress_level,stress_score,age,gender
The stress is unbearable and I need immediate help. Seeking help.,Critical,91.67715128338864,38,F
I can't cope with the pressure anymore. I don't know what to do.,High,56.83008765125581,63,Other
I feel good and relaxed today. I don't know what to do.,Low,15.967045430300939,51,Other
I'm constantly worried and can't focus on anything. Seeking help.,High,73.76104506370861,54,Other
My mind keeps racing and I feel trapped. Seeking help.,High,60.35002629203333,49,Other
Work is balanced and I have time for hobbies. Seeking help.,Low,26.972668798817793,54,F
I feel exhausted and depressed all the time. How can I improve this?,High,62.91281156561436,43,M
The stress is unbearable and I need immediate help. I don't know what to do.,Critical,81.79968307458454,27,Other
I feel calm and peaceful. I don't know what to do.,Low,19.46165640464717,35,F
The stress is unbearable and I need immediate help. I don't know what to do.,Critical,90.66365804369242,67,M
Everything is going well at work.,Low,23.39134575541155,56,Other
I'm constantly worried and can't focus on anything. Need advice.,High,67.06881443349897,41,F
I feel completely helpless and don't know what to do. How can I improve this?,Critical,76.21568679088195,44,F
Everything is falling apart and I can't handle it anymore. How can I improve this?,Critical,79.76980663689596,20,Other
I'm sleeping well and feeling energized. I don't know what to do.,Low,3.9531266579110804,63,F
Everything feels hopeless and I'm struggling daily. Seeking help.,High,63.52299533218247,18,M
I feel worried about several things. I don't know what to do.,Moderate,39.43305602656777,61,Other
I feel completely helpless and don't know what to do. Need advice.,Critical,76.31478678101696,25,M
My mind keeps racing and I feel trapped.,High,53.357424109879666,49,Other
Work is balanced and I have time for hobbies. Seeking help.,Low,11.94931103590714,65,F
I feel somewhat anxious about upcoming deadlines. Seeking help.,Moderate,48.310334574333936,69,F
Work is balanced and I have time for hobbies. I don't know what to do.,Low,27.921773836361915,51,M
Everything is going well at work. Seeking help.,Low,4.531049774907783,25,Other
I'm sleeping well and feeling energized.,Low,10.718127659881354,58,M
I'm constantly worried and can't focus on anything. How can I improve this?,High,60.68577677900536,25,Other
I feel a bit overwhelmed with responsibilities. Need advice.,Moderate,49.04154659890871,26,F
I feel worried about several things. How can I improve this?,Moderate,36.027967548343646,23,F
I have severe anxiety and depression that won't go away. Seeking help.,Critical,93.09365963519464,64,M
Everything is falling apart and I can't handle it anymore. Seeking help.,Critical,89.20569539166654,36,Other
I'm having panic attacks and anxiety episodes. Seeking help.,High,74.53853482610782,19,F
Life has been pretty manageable lately. I don't know what to do.,Low,26.053960236371054,24,F
I can't sleep at all and feel like I'm falling apart.,Critical,81.62872505542526,69,M
I feel completely helpless and don't know what to do.,Critical,90.64104070506305,41,Other
I feel worried about several things. I don't know what to do.,Moderate,44.79643268731193,34,F
I feel very anxious and unable to sleep because of work pressure. Seeking help.,High,61.390063437541556,69,Other
Work is balanced and I have time for hobbies. Need advice.,Low,25.108165344298683,26,Other
Work has been a bit overwhelming lately.,Moderate,44.611201617949305,22,F
The stress is overwhelming and affecting my health. I don't know what to do.,High,53.51514510191317,41,M
Work is balanced and I have time for hobbies. Seeking help.,Low,24.841649189078186,39,F
I'm having trouble sleeping occasionally. How can I improve this?,Moderate,31.23332414614808,57,M
I feel worried about several things. I don't know what to do.,Moderate,35.871712768485644,68,M
Life has been pretty manageable lately. How can I improve this?,Low,8.35884999269271,37,F
I'm constantly worried and can't focus on anything.,High,72.26256218369781,22,M
Work has been a bit overwhelming lately. How can I improve this?,Moderate,43.395740063548374,30,F
Everything feels hopeless and I'm struggling daily. Need advice.,High,69.005140613229,19,Other
I feel good and relaxed today. Seeking help.,Low,19.41961420261297,51,M
I'm having constant panic attacks and can't function. Need advice.,Critical,82.88868684112288,64,Other
My mind keeps racing and I feel trapped.,High,68.73188342060261,25,F
I can't cope with the pressure anymore.,High,62.60095019071893,45,Other
I'm sleeping well and feeling energized. Seeking help.,Low,9.542296332843899,46,F
I feel exhausted and depressed all the time.,High,73.08984076153318,24,F
I feel calm and peaceful.,Low,0.6641985910161419,38,F
I'm having trouble sleeping occasionally. Need advice.,Moderate,47.67517056676977,46,Other
I feel calm and peaceful.,Low,1.025863497635665,42,M
I feel very anxious and unable to sleep because of work pressure. I don't know what to do.,High,73.53563987088181,32,F
I feel worried about several things.,Moderate,48.93277454429905,31,M
I feel calm and peaceful. Need advice.,Low,23.722443557324286,47,F
Sometimes I feel stressed but it's manageable. How can I improve this?,Moderate,30.15460534680698,46,F
I'm enjoying my daily routine. I don't know what to do.,Low,19.5532343645731,51,M
I'm having panic attacks and anxiety episodes. How can I improve this?,High,63.774882083631354,43,Other
Work has been a bit overwhelming lately. I don't know what to do.,Moderate,42.10006122676066,37,Other
I feel good and relaxed today. Seeking help.,Low,10.913581547971713,30,F
I'm having constant panic attacks and can't function. How can I improve this?,Critical,76.64202089144044,38,M
Everything is falling apart and I can't handle it anymore. How can I improve this?,Critical,80.72963098577992,33,Other
I feel good and relaxed today. I don't know what to do.,Low,27.269939831184338,30,Other
Everything is falling apart and I can't handle it anymore. Seeking help.,Critical,95.83680254200121,36,Other
I feel good and relaxed today. How can I improve this?,Low,28.757215293880744,50,M
I can't cope with the pressure anymore. Seeking help.,High,61.302338059759606,61,F
Work is balanced and I have time for hobbies. Seeking help.,Low,20.2046943453955,23,Other
I feel completely helpless and don't know what to do. How can I improve this?,Critical,95.28896726822649,31,F
My mind keeps racing and I feel trapped. Need advice.,High,60.04630846484481,45,M
I'm sleeping well and feeling energized. Seeking help.,Low,12.94955287781883,50,Other
The stress is unbearable and I need immediate help.,Critical,99.99512860334504,46,F
Everything is going well at work. How can I improve this?,Low,19.139381321796495,54,M
Everything feels hopeless and I'm struggling daily. Seeking help.,High,58.30842950550806,47,Other
Everything feels hopeless and I'm struggling daily. Need advice.,High,61.3181356657485,54,Other
I feel very anxious and unable to sleep because of work pressure. How can I improve this?,High,73.48046237194212,60,M
I'm tired from work pressure. Need advice.,Moderate,49.943462558222336,27,F
My mind keeps racing and I feel trapped. Seeking help.,High,53.84190371253905,33,M
Everything is falling apart and I can't handle it anymore. Need advice.,Critical,79.63950591958888,44,Other
I feel very anxious and unable to sleep because of work pressure.,High,55.07900095910522,68,Other
Everything is falling apart and I can't handle it anymore. How can I improve this?,Critical,86.7136737447868,50,Other
I can't sleep at all and feel like I'm falling apart.,Critical,79.8188002603178,63,Other
I feel a bit overwhelmed with responsibilities. I don't know what to do.,Moderate,31.6744826621782,35,F
I feel very anxious and unable to sleep because of work pressure. How can I improve this?,High,57.60511295337509,49,F
I feel somewhat anxious about upcoming deadlines. Need advice.,Moderate,38.120878181982484,52,Other
I can't sleep at all and feel like I'm falling apart.,Critical,95.1828575192263,41,Other
I feel completely helpless and don't know what to do. Need advice.,Critical,99.33217624847956,52,M
I'm enjoying my daily routine. Seeking help.,Low,21.509307031916315,42,Other
I feel a bit overwhelmed with responsibilities. How can I improve this?,Moderate,37.1018953272638,68,M
I'm enjoying my daily routine. I don't know what to do.,Low,14.153014534494709,21,Other
I feel a bit overwhelmed with responsibilities.,Moderate,34.726520352189155,18,F
Life has been pretty manageable lately. I don't know what to do.,Low,7.192325188147754,41,F
I can't sleep at all and feel like I'm falling apart.,Critical,90.44351251562495,50,M
I feel worried about several things. How can I improve this?,Moderate,34.51006205041925,33,F
Everything is falling apart and I can't handle it anymore. I don't know what to do.,Critical,81.95817676246597,41,F
Life has been pretty manageable lately.,Low,26.487783566845877,25,F
Everything is going well at work. How can I improve this?,Low,16.640752585418237,23,Other
My mind keeps racing and I feel trapped. Need advice.,High,65.1418805543293,23,F
I can't cope with the pressure anymore. Need advice.,High,64.82130012230554,49,M
My mind keeps racing and I feel trapped. Seeking help.,High,52.466781896701406,52,F
I have severe anxiety and depression that won't go away. I don't know what to do.,Critical,97.07014197971212,45,Other
I'm having panic attacks and anxiety episodes. I don't know what to do.,High,61.14809899878357,34,Other
Work has been a bit overwhelming lately. How can I improve this?,Moderate,34.33368487978005,46,M
I'm having constant panic attacks and can't function. Seeking help.,Critical,82.97193210515454,30,F
I feel calm and peaceful.,Low,13.231044175368615,69,F
I can't sleep at all and feel like I'm falling apart.,Critical,83.55954415022971,25,F
I feel completely helpless and don't know what to do. Seeking help.,Critical,94.26821538266415,38,Other
Work has been a bit overwhelming lately. I don't know what to do.,Moderate,48.67488396455627,51,M
I can't sleep at all and feel like I'm falling apart. Need advice.,Critical,98.06356922132066,25,M
I'm having panic attacks and anxiety episodes. I don't know what to do.,High,51.49093865200226,48,M
Everything feels hopeless and I'm struggling daily. Seeking help.,High,66.18136278435189,43,Other
Everything feels hopeless and I'm struggling daily.,High,60.75571258505205,50,Other
I'm tired from work pressure. Seeking help.,Moderate,43.62814120076875,33,F
I'm enjoying my daily routine. Seeking help.,Low,4.768952820678917,68,Other
I'm having panic attacks and anxiety episodes. How can I improve this?,High,58.745975637668295,21,Other
I feel a bit overwhelmed with responsibilities. I don't know what to do.,Moderate,48.52738674198359,33,Other
I feel a bit overwhelmed with responsibilities.,Moderate,41.2520298479713,62,Other
I'm constantly worried and can't focus on anything. I don't know what to do.,High,50.26417806936107,33,Other
Everything is going well at work. Need advice.,Low,6.423487302388066,38,F
